Wires      Total Counts    CT Counts    CT (%)
215 216    191             0            0
216 217    184             4            2.17391
217 218    176             0            0
218 219    188             3            1.59574
219 220    169             2            1.18343
220 221    170             4            2.35294
221 222    177             2            1.12994
222 223    181             2            1.10497
223 224    163             3            1.84049
224 225    162             3            1.85185
225 226    180             4            2.22222
226 227    191             4            2.09424
227 228    188             3            1.59574
228 229    182             1            0.549451
229 230    177             1            0.564972
230 231    188             0            0
231 232    191             0            0
232 233    184             1            0.543478
233 234    185             1            0.540541
234 235    198             3            1.51515
235 236    195             4            2.05128
236 237    176             2            1.13636
237 238    177             2            1.12994
238 239    167             0            0
239 240    154             0            0
240 241    168             2            1.19048
241 242    176             2            1.13636
242 243    178             2            1.1236
243 244    177             1            0.564972
244 245    175             2            1.14286
245 246    180             0            0
246 247    172             1            0.581395
247 248    172             1            0.581395
248 249    180             1            0.555556
249 250    184             0            0
250 251    183             1            0.546448
251 252    177             1            0.564972
252 253    171             4            2.33918
253 254    175             2            1.14286
254 255    174             1            0.574713
255 256    159             1            0.628931
256 257    159             2            1.25786
257 258    168             1            0.595238
258 259    166             1            0.60241
259 260    162             0            0
260 261    168             1            0.595238
261 262    172             1            0.581395
262 263    159             1            0.628931
263 264    161             3            1.86335
264 265    159             0            0
265 266    159             0            0
266 267    153             0            0
267 268    164             1            0.609756
268 269    169             0            0
269 270    177             0            0
270 271    179             1            0.558659
271 272    172             0            0
272 273    170             2            1.17647
273 274    160             0            0
274 275    154             3            1.94805
275 276    145             1            0.689655
276 277    156             1            0.641026
277 278    159             1            0.628931
278 279    164             1            0.609756
279 280    165             2            1.21212
280 281    169             2            1.18343
281 282    159             0            0
282 283    164             1            0.609756
283 284    161             1            0.621118
284 285    148             3            2.02703
285 286    147             1            0.680272
286 287    142             3            2.11268
287 288    133             2            1.50376
288 289    137             2            1.45985
289 290    136             2            1.47059
290 291    142             2            1.40845
291 292    141             1            0.70922
292 293    138             0            0
293 294    152             0            0
294 295    136             2            1.47059
295 296    137             1            0.729927
296 297    137             2            1.45985
297 298    124             1            0.806452
298 299    123             1            0.813008
299 300    129             1            0.775194
300 301    126             1            0.793651
301 302    126             3            2.38095
302 303    126             3            2.38095
303 304    114             4            3.50877
304 305    122             3            2.45902
305 306    125             0            0
306 307    123             0            0
307 308    125             1            0.8
308 309    120             2            1.66667
309 310    124             1            0.806452
310 311    127             0            0
311 312    116             1            0.862069
312 313    118             0            0
313 314    111             1            0.900901
314 315    111             2            1.8018
315 316    117             1            0.854701
316 317    106             1            0.943396
317 318    109             1            0.917431
318 319    110             2            1.81818
319 320    111             0            0
320 321    111             1            0.900901
321 322    104             0            0
322 323    106             3            2.83019
323 324    106             0            0
324 325    107             0            0
325 326    103             2            1.94175
326 327    93             1            1.07527
327 328    89             2            2.24719
328 329    101             2            1.9802
329 330    101             2            1.9802
330 331    102             2            1.96078
331 332    97             0            0
332 333    92             1            1.08696
333 334    80             0            0
334 335    82             1            1.21951
335 336    72             0            0
336 337    73             3            4.10959
337 338    79             1            1.26582
338 339    72             0            0
339 340    72             0            0
340 341    65             0            0
341 342    65             1            1.53846
342 343    71             1            1.40845
343 344    67             0            0
344 345    68             0            0
345 346    67             0            0
346 347    60             1            1.66667
347 348    50             0            0
348 349    48             0            0
349 350    42             0            0
350 351    37             0            0
351 352    34             0            0
352 353    34             0            0
353 354    27             0            0
354 355    31             0            0
355 356    32             0            0
356 357    30             1            3.33333
357 358    24             0            0
358 359    20             0            0
359 360    20             0            0
360 361    19             0            0
361 362    17             0            0
362 363    14             0            0
363 364    9             0            0
364 365    4             0            0
365 366    1             0            0
366 367    1             0            0
367 368    0             0            -nan
368 369    0             0            -nan
369 370    0             0            -nan
370 371    0             0            -nan
371 372    0             0            -nan
372 373    0             0            -nan
373 374    0             0            -nan
374 375    0             0            -nan
375 376    0             0            -nan
376 377    0             0            -nan
377 378    0             0            -nan
378 379    0             0            -nan
379 380    0             0            -nan
380 381    0             0            -nan
381 382    0             0            -nan
382 383    0             0            -nan
383 384    0             0            -nan
384 385    0             0            -nan
385 386    0             0            -nan
386 387    0             0            -nan
387 388    0             0            -nan
388 389    0             0            -nan
389 390    0             0            -nan
390 391    0             0            -nan
391 392    0             0            -nan
392 393    0             0            -nan
393 394    0             0            -nan
394 395    0             0            -nan
395 396    0             0            -nan
396 397    0             0            -nan
397 398    0             0            -nan
398 399    0             0            -nan
