Wires      Total Counts    CT Counts    CT (%)
79 80    258             0            0
80 81    271             2            0.738007
81 82    262             0            0
82 83    261             1            0.383142
83 84    263             1            0.380228
84 85    252             2            0.793651
85 86    252             3            1.19048
86 87    240             1            0.416667
87 88    242             1            0.413223
88 89    233             1            0.429185
89 90    244             3            1.22951
90 91    257             2            0.77821
91 92    242             2            0.826446
92 93    245             3            1.22449
93 94    249             4            1.60643
94 95    241             0            0
95 96    233             2            0.858369
96 97    237             4            1.68776
97 98    249             4            1.60643
98 99    249             2            0.803213
99 100    248             1            0.403226
100 101    240             4            1.66667
101 102    240             3            1.25
102 103    239             4            1.67364
103 104    230             5            2.17391
104 105    235             2            0.851064
105 106    244             0            0
106 107    245             1            0.408163
107 108    247             3            1.21457
108 109    237             1            0.421941
109 110    239             1            0.41841
110 111    251             1            0.398406
111 112    267             0            0
112 113    257             1            0.389105
113 114    261             4            1.53257
114 115    257             1            0.389105
115 116    243             2            0.823045
116 117    238             1            0.420168
117 118    232             0            0
118 119    236             2            0.847458
119 120    245             0            0
120 121    259             3            1.1583
121 122    256             4            1.5625
122 123    253             4            1.58103
123 124    233             2            0.858369
124 125    239             2            0.83682
125 126    254             1            0.393701
126 127    249             3            1.20482
127 128    239             1            0.41841
128 129    242             0            0
129 130    255             2            0.784314
130 131    237             2            0.843882
131 132    235             1            0.425532
132 133    251             1            0.398406
133 134    240             1            0.416667
134 135    239             1            0.41841
135 136    234             1            0.42735
136 137    229             0            0
137 138    222             1            0.45045
138 139    218             2            0.917431
139 140    214             4            1.86916
140 141    209             2            0.956938
141 142    235             3            1.2766
142 143    261             1            0.383142
143 144    251             1            0.398406
144 145    263             2            0.760456
145 146    256             0            0
146 147    235             1            0.425532
147 148    224             3            1.33929
148 149    209             0            0
149 150    212             0            0
150 151    216             1            0.462963
151 152    215             0            0
152 153    224             0            0
153 154    218             1            0.458716
154 155    217             2            0.921659
155 156    226             0            0
156 157    208             2            0.961538
157 158    212             1            0.471698
158 159    214             0            0
159 160    212             0            0
160 161    226             3            1.32743
161 162    240             1            0.416667
162 163    219             2            0.913242
163 164    214             0            0
164 165    210             3            1.42857
165 166    204             0            0
166 167    199             2            1.00503
167 168    213             0            0
168 169    206             1            0.485437
169 170    204             0            0
170 171    216             3            1.38889
171 172    218             1            0.458716
172 173    226             0            0
173 174    216             1            0.462963
174 175    226             0            0
175 176    221             1            0.452489
176 177    224             3            1.33929
177 178    225             3            1.33333
178 179    235             6            2.55319
179 180    227             2            0.881057
180 181    226             2            0.884956
181 182    225             2            0.888889
182 183    220             2            0.909091
183 184    218             5            2.29358
184 185    221             1            0.452489
185 186    222             2            0.900901
186 187    218             2            0.917431
187 188    199             1            0.502513
188 189    201             1            0.497512
189 190    209             3            1.43541
190 191    188             1            0.531915
191 192    185             1            0.540541
192 193    187             0            0
193 194    188             1            0.531915
194 195    208             1            0.480769
195 196    223             0            0
196 197    215             2            0.930233
197 198    216             2            0.925926
198 199    207             2            0.966184
199 200    198             1            0.505051
200 201    194             1            0.515464
201 202    190             1            0.526316
202 203    203             0            0
203 204    213             1            0.469484
204 205    202             1            0.49505
205 206    212             1            0.471698
206 207    196             0            0
207 208    196             1            0.510204
208 209    191             0            0
209 210    193             2            1.03627
210 211    183             2            1.0929
211 212    188             1            0.531915
212 213    191             2            1.04712
213 214    196             0            0
214 215    203             4            1.97044
215 216    191             1            0.52356
216 217    194             1            0.515464
217 218    191             1            0.52356
218 219    199             3            1.50754
219 220    210             1            0.47619
220 221    207             3            1.44928
221 222    200             0            0
222 223    206             0            0
223 224    195             4            2.05128
224 225    185             2            1.08108
225 226    185             4            2.16216
226 227    186             3            1.6129
227 228    185             3            1.62162
228 229    179             0            0
229 230    187             6            3.20856
230 231    195             0            0
231 232    192             1            0.520833
232 233    195             3            1.53846
233 234    205             4            1.95122
234 235    198             1            0.505051
235 236    181             2            1.10497
236 237    181             3            1.65746
237 238    178             3            1.68539
238 239    179             1            0.558659
239 240    185             0            0
240 241    188             0            0
241 242    182             0            0
242 243    196             1            0.510204
243 244    185             1            0.540541
244 245    177             0            0
245 246    191             1            0.52356
246 247    182             0            0
247 248    173             2            1.15607
248 249    183             0            0
249 250    175             1            0.571429
250 251    176             1            0.568182
251 252    187             0            0
252 253    166             3            1.80723
253 254    161             0            0
254 255    165             0            0
255 256    161             1            0.621118
256 257    161             0            0
257 258    159             2            1.25786
258 259    166             0            0
259 260    169             1            0.591716
260 261    175             0            0
261 262    167             1            0.598802
262 263    177             1            0.564972
263 264    171             0            0
264 265    178             1            0.561798
265 266    174             1            0.574713
266 267    169             2            1.18343
267 268    167             0            0
268 269    170             1            0.588235
269 270    159             0            0
270 271    155             1            0.645161
271 272    152             2            1.31579
272 273    145             1            0.689655
273 274    152             0            0
274 275    154             1            0.649351
275 276    153             0            0
276 277    171             1            0.584795
277 278    177             2            1.12994
278 279    162             1            0.617284
279 280    174             0            0
280 281    169             3            1.77515
281 282    158             2            1.26582
282 283    162             0            0
283 284    146             0            0
284 285    148             3            2.02703
285 286    150             1            0.666667
286 287    151             1            0.662252
287 288    152             1            0.657895
288 289    154             3            1.94805
289 290    151             0            0
290 291    150             1            0.666667
291 292    148             1            0.675676
292 293    155             0            0
293 294    161             0            0
294 295    144             0            0
295 296    143             0            0
296 297    145             0            0
297 298    151             0            0
298 299    141             1            0.70922
299 300    140             0            0
300 301    134             0            0
301 302    130             0            0
302 303    121             1            0.826446
303 304    118             0            0
304 305    128             2            1.5625
305 306    123             2            1.62602
306 307    133             0            0
307 308    133             0            0
308 309    126             1            0.793651
309 310    127             0            0
310 311    122             1            0.819672
311 312    119             0            0
312 313    117             1            0.854701
313 314    112             1            0.892857
314 315    112             1            0.892857
315 316    109             0            0
316 317    102             0            0
317 318    108             0            0
318 319    114             2            1.75439
319 320    109             0            0
320 321    110             0            0
321 322    114             1            0.877193
322 323    108             1            0.925926
323 324    118             2            1.69492
324 325    110             0            0
325 326    112             2            1.78571
326 327    118             0            0
327 328    100             1            1
328 329    97             1            1.03093
329 330    98             0            0
330 331    92             0            0
331 332    92             0            0
332 333    90             2            2.22222
333 334    92             1            1.08696
334 335    90             1            1.11111
335 336    92             0            0
336 337    91             0            0
337 338    93             0            0
338 339    86             3            3.48837
339 340    70             1            1.42857
340 341    78             0            0
341 342    70             0            0
342 343    70             0            0
343 344    79             0            0
344 345    77             0            0
345 346    69             1            1.44928
346 347    61             1            1.63934
347 348    56             1            1.78571
348 349    58             0            0
349 350    52             0            0
350 351    49             0            0
351 352    51             0            0
352 353    47             1            2.12766
353 354    38             0            0
354 355    35             0            0
355 356    29             2            6.89655
356 357    25             0            0
357 358    22             0            0
358 359    23             1            4.34783
359 360    22             0            0
360 361    25             0            0
361 362    23             0            0
362 363    16             0            0
363 364    13             0            0
364 365    12             0            0
365 366    6             1            16.6667
366 367    4             0            0
367 368    0             0            -nan
368 369    0             0            -nan
369 370    0             0            -nan
370 371    0             0            -nan
371 372    0             0            -nan
372 373    0             0            -nan
373 374    0             0            -nan
374 375    0             0            -nan
375 376    0             0            -nan
376 377    0             0            -nan
377 378    0             0            -nan
378 379    0             0            -nan
379 380    0             0            -nan
380 381    0             0            -nan
381 382    0             0            -nan
382 383    0             0            -nan
383 384    0             0            -nan
384 385    0             0            -nan
385 386    0             0            -nan
386 387    0             0            -nan
387 388    0             0            -nan
388 389    0             0            -nan
389 390    0             0            -nan
390 391    0             0            -nan
391 392    0             0            -nan
392 393    0             0            -nan
393 394    0             0            -nan
394 395    0             0            -nan
395 396    0             0            -nan
396 397    0             0            -nan
397 398    0             0            -nan
398 399    0             0            -nan
