Wires      Total Counts    CT Counts    CT (%)
147 148    226             2            0.884956
148 149    223             1            0.44843
149 150    232             1            0.431034
150 151    228             0            0
151 152    213             2            0.938967
152 153    226             0            0
153 154    222             2            0.900901
154 155    219             1            0.456621
155 156    223             1            0.44843
156 157    226             3            1.32743
157 158    233             3            1.28755
158 159    231             1            0.4329
159 160    227             2            0.881057
160 161    249             1            0.401606
161 162    236             4            1.69492
162 163    246             7            2.84553
163 164    224             1            0.446429
164 165    231             2            0.865801
165 166    232             1            0.431034
166 167    232             0            0
167 168    220             1            0.454545
168 169    215             2            0.930233
169 170    216             3            1.38889
170 171    230             2            0.869565
171 172    230             1            0.434783
172 173    221             1            0.452489
173 174    223             0            0
174 175    217             3            1.38249
175 176    208             2            0.961538
176 177    226             3            1.32743
177 178    235             5            2.12766
178 179    241             2            0.829876
179 180    243             3            1.23457
180 181    229             2            0.873362
181 182    236             0            0
182 183    213             1            0.469484
183 184    223             4            1.79372
184 185    233             1            0.429185
185 186    225             1            0.444444
186 187    242             1            0.413223
187 188    244             4            1.63934
188 189    224             1            0.446429
189 190    226             2            0.884956
190 191    210             1            0.47619
191 192    199             2            1.00503
192 193    209             0            0
193 194    199             0            0
194 195    199             1            0.502513
195 196    200             1            0.5
196 197    211             1            0.473934
197 198    201             1            0.497512
198 199    191             1            0.52356
199 200    180             1            0.555556
200 201    198             1            0.505051
201 202    187             3            1.60428
202 203    199             3            1.50754
203 204    207             1            0.483092
204 205    212             2            0.943396
205 206    192             3            1.5625
206 207    198             1            0.505051
207 208    177             1            0.564972
208 209    195             0            0
209 210    199             3            1.50754
210 211    191             3            1.57068
211 212    194             2            1.03093
212 213    191             6            3.14136
213 214    171             5            2.92398
214 215    178             5            2.80899
215 216    172             3            1.74419
216 217    189             4            2.1164
217 218    202             4            1.9802
218 219    204             2            0.980392
219 220    211             2            0.947867
220 221    228             0            0
221 222    214             0            0
222 223    214             0            0
223 224    193             2            1.03627
224 225    193             1            0.518135
225 226    184             3            1.63043
226 227    182             1            0.549451
227 228    182             2            1.0989
228 229    200             6            3
229 230    200             6            3
230 231    198             4            2.0202
231 232    194             2            1.03093
232 233    186             1            0.537634
233 234    195             2            1.02564
234 235    192             1            0.520833
235 236    193             2            1.03627
236 237    190             2            1.05263
237 238    177             2            1.12994
238 239    179             2            1.11732
239 240    179             0            0
240 241    170             1            0.588235
241 242    168             3            1.78571
242 243    166             3            1.80723
243 244    165             2            1.21212
244 245    151             2            1.3245
245 246    150             0            0
246 247    164             1            0.609756
247 248    167             0            0
248 249    173             2            1.15607
249 250    183             2            1.0929
250 251    176             2            1.13636
251 252    171             1            0.584795
252 253    169             2            1.18343
253 254    169             2            1.18343
254 255    178             3            1.68539
255 256    178             0            0
256 257    188             1            0.531915
257 258    179             1            0.558659
258 259    178             3            1.68539
259 260    164             2            1.21951
260 261    173             0            0
261 262    182             0            0
262 263    172             3            1.74419
263 264    168             1            0.595238
264 265    167             1            0.598802
265 266    150             0            0
266 267    156             1            0.641026
267 268    175             1            0.571429
268 269    181             0            0
269 270    178             0            0
270 271    181             1            0.552486
271 272    164             0            0
272 273    165             1            0.606061
273 274    158             3            1.89873
274 275    161             7            4.34783
275 276    158             1            0.632911
276 277    159             6            3.77358
277 278    166             2            1.20482
278 279    168             3            1.78571
279 280    168             1            0.595238
280 281    163             0            0
281 282    161             1            0.621118
282 283    133             1            0.75188
283 284    135             0            0
284 285    137             2            1.45985
285 286    140             0            0
286 287    136             2            1.47059
287 288    142             1            0.704225
288 289    151             1            0.662252
289 290    159             3            1.88679
290 291    165             4            2.42424
291 292    155             1            0.645161
292 293    160             1            0.625
293 294    145             1            0.689655
294 295    145             2            1.37931
295 296    146             2            1.36986
296 297    141             1            0.70922
297 298    146             1            0.684932
298 299    135             1            0.740741
299 300    135             0            0
300 301    131             1            0.763359
301 302    134             2            1.49254
302 303    129             2            1.55039
303 304    123             1            0.813008
304 305    133             4            3.00752
305 306    141             2            1.41844
306 307    138             1            0.724638
307 308    121             0            0
308 309    119             1            0.840336
309 310    117             1            0.854701
310 311    117             1            0.854701
311 312    109             1            0.917431
312 313    108             1            0.925926
313 314    112             1            0.892857
314 315    103             0            0
315 316    119             0            0
316 317    115             0            0
317 318    117             0            0
318 319    124             2            1.6129
319 320    112             0            0
320 321    105             5            4.7619
321 322    105             2            1.90476
322 323    112             2            1.78571
323 324    101             2            1.9802
324 325    113             2            1.76991
325 326    123             2            1.62602
326 327    122             4            3.27869
327 328    107             1            0.934579
328 329    112             2            1.78571
329 330    96             0            0
330 331    96             1            1.04167
331 332    101             0            0
332 333    107             2            1.86916
333 334    109             0            0
334 335    102             1            0.980392
335 336    102             0            0
336 337    97             1            1.03093
337 338    86             0            0
338 339    77             0            0
339 340    68             0            0
340 341    64             0            0
341 342    59             1            1.69492
342 343    64             0            0
343 344    69             1            1.44928
344 345    62             0            0
345 346    66             0            0
346 347    65             0            0
347 348    59             0            0
348 349    60             2            3.33333
349 350    52             0            0
350 351    59             0            0
351 352    66             0            0
352 353    62             1            1.6129
353 354    58             0            0
354 355    53             1            1.88679
355 356    54             0            0
356 357    44             0            0
357 358    40             0            0
358 359    34             0            0
359 360    32             0            0
360 361    25             0            0
361 362    24             0            0
362 363    21             0            0
363 364    19             0            0
364 365    20             0            0
365 366    12             0            0
366 367    8             0            0
367 368    0             0            -nan
368 369    0             0            -nan
369 370    0             0            -nan
370 371    0             0            -nan
371 372    0             0            -nan
372 373    0             0            -nan
373 374    0             0            -nan
374 375    0             0            -nan
375 376    0             0            -nan
376 377    0             0            -nan
377 378    0             0            -nan
378 379    0             0            -nan
379 380    0             0            -nan
380 381    0             0            -nan
381 382    0             0            -nan
382 383    0             0            -nan
383 384    0             0            -nan
384 385    0             0            -nan
385 386    0             0            -nan
386 387    0             0            -nan
387 388    0             0            -nan
388 389    0             0            -nan
389 390    0             0            -nan
390 391    0             0            -nan
391 392    0             0            -nan
392 393    0             0            -nan
393 394    0             0            -nan
394 395    0             0            -nan
395 396    0             0            -nan
396 397    0             0            -nan
397 398    0             0            -nan
398 399    0             0            -nan
